"﻿""activities-heart__value__heartRateZones__caloriesOut""";activities-heart__value__heartRateZones__max;activities-heart__value__heartRateZones__min;activities-heart__value__heartRateZones__minutes;activities-heart__value__heartRateZones__name;activities-heart__value__restingHeartRate;activities-heart__dateTime;activities-heart-intraday__dataset__time;activities-heart-intraday__dataset__value;activities-heart-intraday__datasetInterval;activities-heart-intraday__datasetType
;;;;;;;07:38:00;50;;
;;;;;;;07:39:00;56;;
;;;;;;;07:40:00;51;;
;;;;;;;07:41:00;51;;
;;;;;;;07:42:00;50;;
;;;;;;;07:43:00;49;;
;;;;;;;07:44:00;49;;
;;;;;;;07:45:00;50;;
;;;;;;;07:46:00;49;;
;;;;;;;07:47:00;49;;
;;;;;;;07:48:00;50;;
;;;;;;;07:49:00;49;;
;;;;;;;07:50:00;50;;
;;;;;;;07:51:00;49;;
;;;;;;;07:52:00;50;;
;;;;;;;07:53:00;49;;
;;;;;;;07:54:00;49;;
;;;;;;;07:55:00;49;;
;;;;;;;07:56:00;49;;
;;;;;;;07:57:00;49;;
;;;;;;;07:58:00;48;;
;;;;;;;07:59:00;50;;
;;;;;;;08:00:00;49;;
;;;;;;;08:01:00;47;;
;;;;;;;08:02:00;47;;
;;;;;;;08:03:00;49;;
;;;;;;;08:04:00;48;;
;;;;;;;08:05:00;48;;
;;;;;;;08:06:00;48;;
;;;;;;;08:07:00;48;;
;;;;;;;08:08:00;49;;
;;;;;;;08:09:00;48;;
;;;;;;;08:10:00;48;;
;;;;;;;08:11:00;47;;
;;;;;;;08:12:00;49;;
;;;;;;;08:13:00;48;;
;;;;;;;08:14:00;47;;
;;;;;;;08:15:00;48;;
;;;;;;;08:16:00;48;;
;;;;;;;08:17:00;59;;
;;;;;;;08:18:00;55;;
;;;;;;;08:19:00;48;;
;;;;;;;08:20:00;46;;
;;;;;;;08:21:00;46;;
;;;;;;;08:22:00;48;;
;;;;;;;08:23:00;49;;
;;;;;;;08:24:00;51;;
;;;;;;;08:25:00;49;;
;;;;;;;08:26:00;51;;
;;;;;;;08:27:00;56;;
;;;;;;;08:28:00;54;;
;;;;;;;08:29:00;52;;
;;;;;;;08:30:00;54;;
;;;;;;;08:31:00;54;;
;;;;;;;08:32:00;52;;
;;;;;;;08:33:00;53;;
;;;;;;;08:34:00;51;;
;;;;;;;08:35:00;54;;
;;;;;;;08:36:00;57;;
;;;;;;;08:37:00;56;;
;;;;;;;08:38:00;65;;
;;;;;;;08:39:00;69;;
;;;;;;;08:40:00;70;;
;;;;;;;08:41:00;69;;
;;;;;;;08:42:00;76;;
;;;;;;;08:43:00;84;;
;;;;;;;08:44:00;73;;
;;;;;;;08:45:00;71;;
;;;;;;;08:46:00;75;;
;;;;;;;08:47:00;81;;
;;;;;;;08:48:00;82;;
;;;;;;;08:49:00;78;;
;;;;;;;08:50:00;78;;
;;;;;;;08:51:00;79;;
;;;;;;;08:52:00;76;;
;;;;;;;08:53:00;74;;
;;;;;;;08:54:00;77;;
;;;;;;;08:55:00;80;;
;;;;;;;08:56:00;79;;
;;;;;;;08:57:00;79;;
;;;;;;;08:58:00;84;;
;;;;;;;08:59:00;75;;
;;;;;;;09:00:00;70;;
;;;;;;;09:01:00;69;;
;;;;;;;09:02:00;66;;
;;;;;;;09:03:00;64;;
;;;;;;;09:04:00;71;;
;;;;;;;09:05:00;78;;
;;;;;;;09:06:00;77;;
;;;;;;;09:07:00;67;;
;;;;;;;09:08:00;61;;
;;;;;;;09:09:00;55;;
;;;;;;;09:10:00;54;;
;;;;;;;09:11:00;59;;
;;;;;;;09:12:00;54;;
;;;;;;;09:13:00;56;;
;;;;;;;09:14:00;56;;
;;;;;;;09:15:00;61;;
;;;;;;;09:16:00;71;;
;;;;;;;09:17:00;71;;
;;;;;;;09:18:00;83;;
;;;;;;;09:19:00;76;;
;;;;;;;09:20:00;77;;
;;;;;;;09:21:00;79;;
;;;;;;;09:22:00;77;;
;;;;;;;09:23:00;79;;
;;;;;;;09:24:00;82;;
;;;;;;;09:25:00;81;;
;;;;;;;09:26:00;77;;
;;;;;;;09:27:00;77;;
;;;;;;;09:28:00;76;;
;;;;;;;09:29:00;79;;
;;;;;;;09:30:00;79;;
;;;;;;;09:31:00;83;;
;;;;;;;09:32:00;80;;
;;;;;;;09:33:00;78;;
;;;;;;;09:34:00;82;;
;;;;;;;09:35:00;84;;
;;;;;;;09:36:00;84;;
;;;;;;;09:37:00;81;;
;;;;;;;09:38:00;81;;
;;;;;;;09:39:00;80;;
;;;;;;;09:40:00;75;;
;;;;;;;09:41:00;69;;
;;;;;;;09:42:00;60;;
;;;;;;;09:43:00;56;;
;;;;;;;09:44:00;62;;
;;;;;;;09:45:00;71;;
;;;;;;;09:46:00;77;;
;;;;;;;09:47:00;77;;
;;;;;;;09:48:00;80;;
;;;;;;;09:49:00;81;;
;;;;;;;09:50:00;78;;
;;;;;;;09:51:00;80;;
;;;;;;;09:52:00;79;;
;;;;;;;09:53:00;82;;
;;;;;;;09:54:00;71;;
;;;;;;;09:55:00;72;;
;;;;;;;09:56:00;74;;
;;;;;;;09:57:00;76;;
;;;;;;;09:58:00;71;;
;;;;;;;09:59:00;73;;
;;;;;;;10:00:00;74;;
;;;;;;;10:01:00;73;;
;;;;;;;10:02:00;67;;
;;;;;;;10:03:00;69;;
;;;;;;;10:04:00;66;;
;;;;;;;10:05:00;71;;
;;;;;;;10:06:00;69;;
;;;;;;;10:07:00;68;;
;;;;;;;10:08:00;73;;
;;;;;;;10:09:00;70;;
;;;;;;;10:10:00;70;;
;;;;;;;10:11:00;71;;
;;;;;;;10:12:00;76;;
;;;;;;;10:13:00;73;;
;;;;;;;10:14:00;68;;
;;;;;;;10:15:00;69;;
;;;;;;;10:16:00;69;;
;;;;;;;10:17:00;79;;
;;;;;;;10:18:00;83;;
;;;;;;;10:19:00;73;;
;;;;;;;10:20:00;72;;
;;;;;;;10:21:00;78;;
;;;;;;;10:22:00;77;;
;;;;;;;10:23:00;75;;
;;;;;;;10:24:00;77;;
;;;;;;;10:25:00;76;;
;;;;;;;10:26:00;78;;
;;;;;;;10:27:00;75;;
;;;;;;;10:28:00;77;;
;;;;;;;10:29:00;78;;
;;;;;;;10:30:00;81;;
;;;;;;;10:31:00;77;;
;;;;;;;10:32:00;77;;
;;;;;;;10:33:00;75;;
;;;;;;;10:34:00;76;;
;;;;;;;10:35:00;79;;
;;;;;;;10:36:00;80;;
;;;;;;;10:37:00;79;;
;;;;;;;10:38:00;64;;
;;;;;;;10:39:00;62;;
;;;;;;;10:40:00;74;;
;;;;;;;10:41:00;85;;
;;;;;;;10:42:00;79;;
;;;;;;;10:43:00;83;;
;;;;;;;10:44:00;82;;
;;;;;;;10:45:00;81;;
;;;;;;;10:46:00;81;;
;;;;;;;10:47:00;81;;
;;;;;;;10:48:00;86;;
;;;;;;;10:49:00;84;;
;;;;;;;10:50:00;85;;
;;;;;;;10:51:00;86;;
;;;;;;;10:52:00;79;;
;;;;;;;10:53:00;61;;
;;;;;;;10:54:00;61;;
;;;;;;;10:55:00;59;;
;;;;;;;10:56:00;59;;
;;;;;;;10:57:00;66;;
;;;;;;;10:58:00;69;;
;;;;;;;10:59:00;63;;
;;;;;;;11:00:00;66;;
;;;;;;;11:01:00;64;;
;;;;;;;11:02:00;68;;
;;;;;;;11:03:00;65;;
;;;;;;;11:04:00;65;;
;;;;;;;11:05:00;64;;
;;;;;;;11:06:00;65;;
;;;;;;;11:07:00;66;;
;;;;;;;11:08:00;77;;
;;;;;;;11:09:00;84;;
;;;;;;;11:10:00;62;;
;;;;;;;11:11:00;65;;
;;;;;;;11:12:00;60;;
;;;;;;;11:13:00;60;;
;;;;;;;11:14:00;59;;
;;;;;;;11:15:00;60;;
;;;;;;;11:16:00;60;;
;;;;;;;11:17:00;61;;
;;;;;;;11:18:00;62;;
;;;;;;;11:19:00;61;;
;;;;;;;11:20:00;59;;
;;;;;;;11:21:00;66;;
;;;;;;;11:22:00;63;;
;;;;;;;11:23:00;72;;
;;;;;;;11:24:00;76;;
;;;;;;;11:25:00;79;;
;;;;;;;11:26:00;73;;
;;;;;;;11:27:00;83;;
;;;;;;;11:28:00;80;;
;;;;;;;11:29:00;77;;
;;;;;;;11:30:00;76;;
;;;;;;;11:31:00;78;;
;;;;;;;11:32:00;80;;
;;;;;;;11:33:00;83;;
;;;;;;;11:34:00;82;;
;;;;;;;11:35:00;82;;
;;;;;;;11:36:00;82;;
;;;;;;;11:37:00;83;;
;;;;;;;11:38:00;84;;
;;;;;;;11:39:00;82;;
;;;;;;;11:40:00;81;;
;;;;;;;11:41:00;83;;
;;;;;;;11:42:00;84;;
;;;;;;;11:43:00;83;;
;;;;;;;11:44:00;81;;
;;;;;;;11:45:00;87;;
;;;;;;;11:46:00;84;;
;;;;;;;11:47:00;81;;
;;;;;;;11:48:00;82;;
;;;;;;;11:49:00;74;;
;;;;;;;11:50:00;80;;
;;;;;;;11:51:00;88;;
;;;;;;;11:52:00;78;;
;;;;;;;11:53:00;82;;
;;;;;;;11:54:00;82;;
;;;;;;;11:55:00;81;;
;;;;;;;11:56:00;76;;
;;;;;;;11:57:00;74;;
;;;;;;;11:58:00;72;;
;;;;;;;11:59:00;76;;
;;;;;;;12:00:00;79;;
;;;;;;;12:01:00;79;;
;;;;;;;12:02:00;71;;
;;;;;;;12:03:00;79;;
;;;;;;;12:04:00;85;;
;;;;;;;12:05:00;86;;
;;;;;;;12:06:00;86;;
;;;;;;;12:07:00;85;;
;;;;;;;12:08:00;86;;
;;;;;;;12:09:00;85;;
;;;;;;;12:10:00;85;;
;;;;;;;12:11:00;97;;
;;;;;;;12:12:00;83;;
;;;;;;;12:13:00;82;;
;;;;;;;12:14:00;82;;
;;;;;;;12:15:00;83;;
;;;;;;;12:16:00;67;;
;;;;;;;12:17:00;65;;
;;;;;;;12:18:00;79;;
;;;;;;;12:19:00;81;;
;;;;;;;12:20:00;85;;
;;;;;;;12:21:00;74;;
;;;;;;;12:22:00;74;;
;;;;;;;12:23:00;75;;
;;;;;;;12:24:00;73;;
;;;;;;;12:25:00;70;;
;;;;;;;12:26:00;72;;
;;;;;;;12:27:00;71;;
;;;;;;;12:28:00;70;;
;;;;;;;12:29:00;65;;
;;;;;;;12:30:00;63;;
;;;;;;;12:31:00;67;;
;;;;;;;12:32:00;67;;
;;;;;;;12:33:00;71;;
;;;;;;;12:34:00;64;;
;;;;;;;12:35:00;62;;
;;;;;;;12:36:00;69;;
;;;;;;;12:37:00;65;;
;;;;;;;12:38:00;66;;
;;;;;;;12:39:00;62;;
;;;;;;;12:40:00;68;;
;;;;;;;12:41:00;69;;
;;;;;;;12:42:00;69;;
;;;;;;;12:43:00;65;;
;;;;;;;12:44:00;65;;
;;;;;;;12:45:00;70;;
;;;;;;;12:46:00;72;;
;;;;;;;12:47:00;72;;
;;;;;;;12:48:00;69;;
;;;;;;;12:49:00;69;;
;;;;;;;12:50:00;63;;
;;;;;;;12:51:00;64;;
;;;;;;;12:52:00;64;;
;;;;;;;12:53:00;62;;
;;;;;;;12:54:00;63;;
;;;;;;;12:55:00;65;;
;;;;;;;12:56:00;62;;
;;;;;;;12:57:00;64;;
;;;;;;;12:58:00;68;;
;;;;;;;12:59:00;65;;
;;;;;;;13:00:00;66;;
;;;;;;;13:01:00;65;;
;;;;;;;13:02:00;71;;
;;;;;;;13:03:00;69;;
;;;;;;;13:04:00;70;;
;;;;;;;13:05:00;65;;
;;;;;;;13:06:00;69;;
;;;;;;;13:07:00;73;;
;;;;;;;13:08:00;72;;
;;;;;;;13:09:00;79;;
;;;;;;;13:10:00;71;;
;;;;;;;13:11:00;66;;
;;;;;;;13:12:00;56;;
;;;;;;;13:13:00;54;;
;;;;;;;13:14:00;53;;
;;;;;;;13:15:00;55;;
;;;;;;;13:16:00;58;;
;;;;;;;13:17:00;56;;
;;;;;;;13:18:00;59;;
;;;;;;;13:19:00;58;;
;;;;;;;13:20:00;59;;
;;;;;;;13:21:00;56;;
;;;;;;;13:22:00;58;;
;;;;;;;13:23:00;58;;
;;;;;;;13:24:00;59;;
;;;;;;;13:25:00;58;;
;;;;;;;13:26:00;56;;
;;;;;;;13:27:00;67;;
;;;;;;;13:28:00;72;;
;;;;;;;13:29:00;60;;
;;;;;;;13:30:00;77;;
;;;;;;;13:31:00;79;;
;;;;;;;13:32:00;76;;
;;;;;;;13:33:00;78;;
;;;;;;;13:34:00;78;;
;;;;;;;13:35:00;79;;
;;;;;;;13:36:00;81;;
;;;;;;;13:37:00;76;;
;;;;;;;13:38:00;82;;
;;;;;;;13:39:00;80;;
;;;;;;;13:40:00;75;;
;;;;;;;13:41:00;77;;
;;;;;;;13:42:00;75;;
;;;;;;;13:43:00;74;;
;;;;;;;13:44:00;76;;
;;;;;;;13:45:00;79;;
;;;;;;;13:46:00;79;;
;;;;;;;13:47:00;80;;
;;;;;;;13:48:00;81;;
;;;;;;;13:49:00;79;;
;;;;;;;13:50:00;71;;
;;;;;;;13:51:00;66;;
;;;;;;;13:52:00;67;;
;;;;;;;13:53:00;68;;
;;;;;;;13:54:00;68;;
;;;;;;;13:55:00;71;;
;;;;;;;13:56:00;73;;
;;;;;;;13:57:00;70;;
;;;;;;;13:58:00;76;;
;;;;;;;13:59:00;68;;
;;;;;;;14:00:00;71;;
;;;;;;;14:01:00;79;;
;;;;;;;14:02:00;78;;
;;;;;;;14:03:00;75;;
;;;;;;;14:04:00;79;;
;;;;;;;14:05:00;77;;
;;;;;;;14:06:00;66;;
;;;;;;;14:07:00;70;;
;;;;;;;14:08:00;72;;
;;;;;;;14:09:00;74;;
;;;;;;;14:10:00;69;;
;;;;;;;14:11:00;66;;
;;;;;;;14:12:00;74;;
;;;;;;;14:13:00;66;;
;;;;;;;14:14:00;62;;
;;;;;;;14:15:00;64;;
;;;;;;;14:16:00;67;;
;;;;;;;14:17:00;67;;
;;;;;;;14:18:00;66;;
;;;;;;;14:19:00;70;;
;;;;;;;14:20:00;73;;
;;;;;;;14:21:00;71;;
;;;;;;;14:22:00;71;;
;;;;;;;14:23:00;73;;
;;;;;;;14:24:00;68;;
;;;;;;;14:25:00;68;;
;;;;;;;14:26:00;72;;
;;;;;;;14:27:00;74;;
;;;;;;;14:28:00;78;;
;;;;;;;14:29:00;73;;
;;;;;;;14:30:00;80;;
;;;;;;;14:31:00;89;;
;;;;;;;14:32:00;115;;
;;;;;;;14:33:00;122;;
;;;;;;;14:34:00;116;;
;;;;;;;14:35:00;104;;
;;;;;;;14:36:00;105;;
;;;;;;;14:37:00;107;;
;;;;;;;14:38:00;104;;
;;;;;;;14:39:00;105;;
;;;;;;;14:40:00;98;;
;;;;;;;14:41:00;61;;
;;;;;;;14:42:00;56;;
;;;;;;;14:43:00;57;;
;;;;;;;14:44:00;57;;
;;;;;;;14:45:00;58;;
;;;;;;;14:46:00;58;;
;;;;;;;14:47:00;58;;
;;;;;;;14:48:00;59;;
;;;;;;;14:49:00;57;;
;;;;;;;14:50:00;60;;
;;;;;;;14:51:00;63;;
;;;;;;;14:52:00;58;;
;;;;;;;14:53:00;56;;
;;;;;;;14:54:00;59;;
;;;;;;;14:55:00;59;;
;;;;;;;14:56:00;56;;
;;;;;;;14:57:00;61;;
;;;;;;;14:58:00;55;;
;;;;;;;14:59:00;58;;
;;;;;;;15:00:00;59;;
;;;;;;;15:01:00;58;;
;;;;;;;15:02:00;58;;
;;;;;;;15:03:00;57;;
;;;;;;;15:04:00;58;;
;;;;;;;15:05:00;57;;
;;;;;;;15:06:00;62;;
;;;;;;;15:07:00;67;;
;;;;;;;15:08:00;66;;
;;;;;;;15:09:00;65;;
;;;;;;;15:10:00;71;;
;;;;;;;15:11:00;76;;
;;;;;;;15:12:00;77;;
;;;;;;;15:13:00;77;;
;;;;;;;15:14:00;72;;
;;;;;;;15:15:00;78;;
;;;;;;;15:16:00;76;;
;;;;;;;15:17:00;73;;
;;;;;;;15:18:00;76;;
;;;;;;;15:19:00;74;;
;;;;;;;15:20:00;71;;
;;;;;;;15:21:00;55;;
;;;;;;;15:22:00;58;;
;;;;;;;15:23:00;54;;
;;;;;;;15:24:00;53;;
;;;;;;;15:25:00;53;;
;;;;;;;15:26:00;54;;
;;;;;;;15:27:00;55;;
;;;;;;;15:28:00;55;;
;;;;;;;15:29:00;54;;
;;;;;;;15:30:00;56;;
;;;;;;;15:31:00;54;;
;;;;;;;15:32:00;54;;
;;;;;;;15:33:00;51;;
;;;;;;;15:34:00;53;;
;;;;;;;15:35:00;70;;
;;;;;;;15:36:00;71;;
;;;;;;;15:37:00;72;;
;;;;;;;15:38:00;80;;
;;;;;;;15:39:00;82;;
;;;;;;;15:40:00;75;;
;;;;;;;15:41:00;78;;
;;;;;;;15:42:00;86;;
;;;;;;;15:43:00;102;;
;;;;;;;15:44:00;119;;
;;;;;;;15:45:00;110;;
;;;;;;;15:46:00;107;;
;;;;;;;15:47:00;103;;
;;;;;;;15:48:00;96;;
;;;;;;;15:49:00;94;;
;;;;;;;15:50:00;85;;
;;;;;;;15:51:00;78;;
;;;;;;;15:52:00;77;;
;;;;;;;15:53:00;73;;
;;;;;;;15:54:00;68;;
;;;;;;;15:55:00;70;;
;;;;;;;15:56:00;69;;
;;;;;;;15:57:00;65;;
;;;;;;;15:58:00;64;;
;;;;;;;15:59:00;61;;
;;;;;;;16:00:00;60;;
;;;;;;;16:01:00;59;;
;;;;;;;16:02:00;60;;
;;;;;;;16:03:00;66;;
;;;;;;;16:04:00;63;;
;;;;;;;16:05:00;63;;
;;;;;;;16:06:00;63;;
;;;;;;;16:07:00;64;;
;;;;;;;16:08:00;66;;
;;;;;;;16:09:00;66;;
;;;;;;;16:10:00;65;;
;;;;;;;16:11:00;72;;
;;;;;;;16:12:00;70;;
;;;;;;;16:13:00;67;;
;;;;;;;16:14:00;66;;
;;;;;;;16:15:00;60;;
;;;;;;;16:16:00;60;;
;;;;;;;16:17:00;62;;
;;;;;;;16:18:00;64;;
;;;;;;;16:19:00;59;;
;;;;;;;16:20:00;66;;
;;;;;;;16:21:00;65;;
;;;;;;;16:22:00;63;;
;;;;;;;16:23:00;67;;
;;;;;;;16:24:00;64;;
;;;;;;;16:25:00;65;;
;;;;;;;16:26:00;66;;
;;;;;;;16:27:00;69;;
;;;;;;;16:28:00;66;;
;;;;;;;16:29:00;67;;
;;;;;;;16:30:00;59;;
;;;;;;;16:31:00;60;;
;;;;;;;16:32:00;57;;
;;;;;;;16:33:00;66;;
;;;;;;;16:34:00;68;;
;;;;;;;16:35:00;63;;
;;;;;;;16:36:00;62;;
;;;;;;;16:37:00;63;;
;;;;;;;16:38:00;60;;
;;;;;;;16:39:00;62;;
;;;;;;;16:40:00;67;;
;;;;;;;16:41:00;69;;
;;;;;;;16:42:00;68;;
;;;;;;;16:43:00;68;;
;;;;;;;16:44:00;69;;
;;;;;;;16:45:00;63;;
;;;;;;;16:46:00;58;;
;;;;;;;16:47:00;71;;
;;;;;;;16:48:00;74;;
;;;;;;;16:49:00;57;;
;;;;;;;16:50:00;50;;
;;;;;;;16:51:00;50;;
;;;;;;;16:52:00;51;;
;;;;;;;16:53:00;49;;
;;;;;;;16:54:00;50;;
;;;;;;;16:55:00;54;;
;;;;;;;16:56:00;52;;
;;;;;;;16:57:00;67;;
;;;;;;;16:58:00;61;;
;;;;;;;16:59:00;73;;
;;;;;;;17:00:00;72;;
;;;;;;;17:01:00;66;;
;;;;;;;17:02:00;59;;
;;;;;;;17:03:00;70;;
;;;;;;;17:04:00;66;;
;;;;;;;17:05:00;65;;
;;;;;;;17:06:00;63;;
;;;;;;;17:07:00;67;;
;;;;;;;17:08:00;65;;
;;;;;;;17:09:00;65;;
;;;;;;;17:10:00;64;;
;;;;;;;17:11:00;62;;
;;;;;;;17:12:00;65;;
;;;;;;;17:13:00;71;;
;;;;;;;17:14:00;71;;
;;;;;;;17:15:00;65;;
;;;;;;;17:16:00;71;;
;;;;;;;17:17:00;74;;
;;;;;;;17:18:00;78;;
;;;;;;;17:19:00;65;;
;;;;;;;17:20:00;68;;
;;;;;;;17:21:00;69;;
;;;;;;;17:22:00;68;;
;;;;;;;17:23:00;75;;
;;;;;;;17:24:00;79;;
;;;;;;;17:25:00;69;;
;;;;;;;17:26:00;70;;
;;;;;;;17:27:00;65;;
;;;;;;;17:28:00;69;;
;;;;;;;17:29:00;70;;
;;;;;;;17:30:00;71;;
;;;;;;;17:31:00;68;;
;;;;;;;17:32:00;65;;
;;;;;;;17:33:00;59;;
;;;;;;;17:34:00;54;;
;;;;;;;17:35:00;53;;
;;;;;;;17:36:00;52;;
;;;;;;;17:37:00;53;;
;;;;;;;17:38:00;57;;
;;;;;;;17:39:00;82;;
;;;;;;;17:40:00;68;;
;;;;;;;17:41:00;62;;
;;;;;;;17:42:00;61;;
;;;;;;;17:43:00;63;;
;;;;;;;17:44:00;62;;
;;;;;;;17:45:00;64;;
;;;;;;;17:46:00;65;;
;;;;;;;17:47:00;60;;
;;;;;;;17:48:00;62;;
;;;;;;;17:49:00;65;;
;;;;;;;17:50:00;124;;
;;;;;;;17:51:00;136;;
;;;;;;;17:52:00;135;;
;;;;;;;17:53:00;146;;
;;;;;;;17:54:00;136;;
;;;;;;;17:55:00;122;;
;;;;;;;17:56:00;122;;
;;;;;;;17:57:00;124;;
;;;;;;;17:58:00;102;;
;;;;;;;17:59:00;73;;
;;;;;;;18:00:00;75;;
;;;;;;;18:01:00;72;;
;;;;;;;18:02:00;70;;
;;;;;;;18:03:00;75;;
;;;;;;;18:04:00;83;;
;;;;;;;18:05:00;82;;
;;;;;;;18:06:00;81;;
;;;;;;;18:07:00;83;;
;;;;;;;18:08:00;67;;
;;;;;;;18:09:00;63;;
;;;;;;;18:10:00;77;;
;;;;;;;18:11:00;79;;
;;;;;;;18:12:00;77;;
;;;;;;;18:13:00;69;;
;;;;;;;18:14:00;72;;
;;;;;;;18:15:00;74;;
;;;;;;;18:16:00;67;;
;;;;;;;18:17:00;76;;
;;;;;;;18:18:00;75;;
;;;;;;;18:19:00;76;;
;;;;;;;18:20:00;76;;
;;;;;;;18:21:00;82;;
;;;;;;;18:22:00;82;;
;;;;;;;18:23:00;83;;
;;;;;;;18:24:00;81;;
;;;;;;;18:25:00;82;;
;;;;;;;18:26:00;86;;
;;;;;;;18:27:00;82;;
;;;;;;;18:28:00;72;;
;;;;;;;18:29:00;78;;
;;;;;;;18:30:00;76;;
;;;;;;;18:31:00;74;;
;;;;;;;18:32:00;72;;
;;;;;;;18:33:00;74;;
;;;;;;;18:34:00;90;;
;;;;;;;18:35:00;93;;
;;;;;;;18:36:00;81;;
;;;;;;;18:37:00;75;;
;;;;;;;18:38:00;77;;
;;;;;;;18:39:00;76;;
;;;;;;;18:40:00;76;;
;;;;;;;18:41:00;77;;
;;;;;;;18:42:00;76;;
;;;;;;;18:43:00;79;;
;;;;;;;18:44:00;84;;
;;;;;;;18:45:00;83;;
;;;;;;;18:46:00;83;;
;;;;;;;18:47:00;87;;
;;;;;;;18:48:00;88;;
;;;;;;;18:49:00;91;;
;;;;;;;18:50:00;90;;
;;;;;;;18:51:00;85;;
;;;;;;;18:52:00;86;;
;;;;;;;18:53:00;84;;
;;;;;;;18:54:00;84;;
;;;;;;;18:55:00;83;;
;;;;;;;18:56:00;80;;
;;;;;;;18:57:00;78;;
;;;;;;;18:58:00;84;;
;;;;;;;18:59:00;83;;
;;;;;;;19:00:00;84;;
;;;;;;;19:01:00;86;;
;;;;;;;19:02:00;82;;
;;;;;;;19:03:00;83;;
;;;;;;;19:04:00;83;;
;;;;;;;19:05:00;84;;
;;;;;;;19:06:00;83;;
;;;;;;;19:07:00;94;;
;;;;;;;19:08:00;87;;
;;;;;;;19:09:00;76;;
;;;;;;;19:10:00;73;;
;;;;;;;19:11:00;71;;
;;;;;;;19:12:00;74;;
;;;;;;;19:13:00;72;;
;;;;;;;19:14:00;73;;
;;;;;;;19:15:00;84;;
;;;;;;;19:16:00;90;;
;;;;;;;19:17:00;95;;
;;;;;;;19:18:00;84;;
;;;;;;;19:19:00;76;;
;;;;;;;19:20:00;77;;
;;;;;;;19:21:00;83;;
;;;;;;;19:22:00;79;;
;;;;;;;19:23:00;76;;
;;;;;;;19:24:00;80;;
;;;;;;;19:25:00;80;;
;;;;;;;19:26:00;77;;
;;;;;;;19:27:00;80;;
;;;;;;;19:28:00;79;;
;;;;;;;19:29:00;78;;
;;;;;;;19:30:00;78;;
;;;;;;;19:31:00;82;;
;;;;;;;19:32:00;81;;
;;;;;;;19:33:00;80;;
;;;;;;;19:34:00;88;;
;;;;;;;19:35:00;88;;
;;;;;;;19:36:00;77;;
;;;;;;;19:37:00;75;;
;;;;;;;19:38:00;78;;
;;;;;;;19:39:00;78;;
;;;;;;;19:40:00;77;;
;;;;;;;19:41:00;79;;
;;;;;;;19:42:00;80;;
;;;;;;;19:43:00;81;;
;;;;;;;19:44:00;86;;
;;;;;;;19:45:00;85;;
;;;;;;;19:46:00;84;;
;;;;;;;19:47:00;83;;
;;;;;;;19:48:00;84;;
;;;;;;;19:49:00;89;;
;;;;;;;19:50:00;87;;
;;;;;;;19:51:00;83;;
;;;;;;;19:52:00;79;;
;;;;;;;19:53:00;86;;
;;;;;;;19:54:00;85;;
;;;;;;;19:55:00;84;;
;;;;;;;19:56:00;86;;
;;;;;;;19:57:00;91;;
;;;;;;;19:58:00;87;;
;;;;;;;19:59:00;88;;
;;;;;;;20:00:00;86;;
;;;;;;;20:01:00;86;;
;;;;;;;20:02:00;80;;
;;;;;;;20:03:00;82;;
;;;;;;;20:04:00;83;;
;;;;;;;20:05:00;81;;
;;;;;;;20:06:00;76;;
;;;;;;;20:07:00;81;;
;;;;;;;20:08:00;82;;
;;;;;;;20:09:00;81;;
;;;;;;;20:10:00;76;;
;;;;;;;20:11:00;69;;
;;;;;;;20:12:00;69;;
;;;;;;;20:13:00;78;;
;;;;;;;20:14:00;80;;
;;;;;;;20:15:00;79;;
;;;;;;;20:16:00;81;;
;;;;;;;20:17:00;78;;
;;;;;;;20:18:00;80;;
;;;;;;;20:19:00;67;;
;;;;;;;20:20:00;73;;
;;;;;;;20:21:00;72;;
;;;;;;;20:22:00;71;;
;;;;;;;20:23:00;72;;
;;;;;;;20:24:00;72;;
;;;;;;;20:25:00;74;;
;;;;;;;20:26:00;74;;
;;;;;;;20:27:00;67;;
;;;;;;;20:28:00;74;;
;;;;;;;20:29:00;75;;
;;;;;;;20:30:00;75;;
;;;;;;;20:31:00;79;;
;;;;;;;20:32:00;77;;
;;;;;;;20:33:00;75;;
;;;;;;;20:34:00;74;;
;;;;;;;20:35:00;78;;
;;;;;;;20:36:00;80;;
;;;;;;;20:37:00;83;;
;;;;;;;20:38:00;78;;
;;;;;;;20:39:00;74;;
;;;;;;;20:40:00;72;;
;;;;;;;20:41:00;71;;
;;;;;;;20:42:00;71;;
;;;;;;;20:43:00;77;;
;;;;;;;20:44:00;75;;
;;;;;;;20:45:00;72;;
;;;;;;;20:46:00;77;;
;;;;;;;20:47:00;82;;
;;;;;;;20:48:00;87;;
;;;;;;;20:49:00;89;;
;;;;;;;20:50:00;79;;
;;;;;;;20:51:00;76;;
;;;;;;;20:52:00;73;;
;;;;;;;20:53:00;61;;
;;;;;;;20:54:00;63;;
;;;;;;;20:55:00;65;;
;;;;;;;20:56:00;64;;
;;;;;;;20:57:00;61;;
;;;;;;;20:58:00;61;;
;;;;;;;20:59:00;63;;
;;;;;;;21:00:00;62;;
;;;;;;;21:01:00;63;;
;;;;;;;21:02:00;66;;
;;;;;;;21:03:00;62;;
;;;;;;;21:04:00;63;;
;;;;;;;21:05:00;62;;
;;;;;;;21:06:00;62;;
;;;;;;;21:07:00;64;;
;;;;;;;21:08:00;62;;
;;;;;;;21:09:00;64;;
